external_id	msigdbr_id	db	gs_name	gs_description
GO:0072384	M11482	GO	GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	The directed movement of an organelle along a microtubule, mediated by motor proteins. This process begins with the attachment of an organelle to a microtubule, and ends when the organelle reaches its final destination. [GOC:mah]
GO:0016053	M11689	GO	GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of organic acids, any acidic compound containing carbon in covalent linkage. [ISBN:0198506732]
GO:0016054	M13128	GO	GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of organic acids, any acidic compound containing carbon in covalent linkage. [ISBN:0198506732]
GO:0006082	M14117	GO	GOBP_ORGANIC_ACID_METABOLIC_PROCESS	The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage. [ISBN:0198506732]
GO:1903825	M14013	GO	GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	The process in which an organic acid is transported across a membrane. [GO_REF:0000069, GOC:TermGenie]
GO:0015849	M11909	GO	GOBP_ORGANIC_ACID_TRANSPORT	The directed movement of organic acids, any acidic compound containing carbon in covalent linkage, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [ISBN:0198506732]
GO:0015711	M13556	GO	GOBP_ORGANIC_ANION_TRANSPORT	The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage. [GOC:ai, GOC:krc]
GO:0015695	M14902	GO	GOBP_ORGANIC_CATION_TRANSPORT	The directed movement of organic cations into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic cations are atoms or small molecules with a positive charge which contain carbon in covalent linkage. [GOC:ai]
GO:1901361	M14287	GO	GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of organic cyclic compound. [GOC:TermGenie]
GO:1901617	M14755	GO	GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of organic hydroxy compound. [GOC:pr, GOC:TermGenie]
GO:1901616	M12060	GO	GOBP_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of organic hydroxy compound. [GOC:pr, GOC:TermGenie]
GO:1901615	M11251	GO	GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	The chemical reactions and pathways involving organic hydroxy compound. [GOC:pr, GOC:TermGenie]
GO:0015850	M11947	GO	GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	The directed movement of an organic hydroxy compound (organic alcohol) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. An organic hydroxy compound is an organic compound having at least one hydroxy group attached to a carbon atom. [GOC:ai]
GO:0071684	M24509	GO	GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	The developmental process in which an organism emerges from a surrounding protective structure such as an egg or pupa case. [GOC:mah]
GO:1901566	M15162	GO	GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of organonitrogen compound. [GOC:pr, GOC:TermGenie]
GO:1901565	M11892	GO	GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of organonitrogen compound. [GOC:pr, GOC:TermGenie]
GO:0090407	M11681	GO	GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose. [GOC:chem_mtg]
GO:0046434	M13815	GO	GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of organophosphates, any phosphate-containing organic compound. [GOC:ai]
GO:0015748	M12017	GO	GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	The directed movement of organophosphate esters into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organophosphate esters are small organic molecules containing phosphate ester bonds. [GOC:mcc]
GO:0019637	M11372	GO	GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound. [ISBN:0198506732]
GO:0035265	M13518	GO	GOBP_ORGAN_GROWTH	The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function. [GOC:bf, ISBN:0471245208, ISBN:0721662544]
GO:0001759	M13627	GO	GOBP_ORGAN_INDUCTION	The interaction of two or more cells or tissues that causes them to change their fates and specify the development of an organ. [ISBN:0878932437]
GO:0002251	M11805	GO	GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	An immune response taking place in an organ or tissues such as the liver, brain, mucosa, or nervous system tissues. [GO_REF:0000022, GOC:jal]
GO:0006591	M29046	GO	GOBP_ORNITHINE_METABOLIC_PROCESS	The chemical reactions and pathways involving ornithine, an amino acid only rarely found in proteins, but which is important in living organisms as an intermediate in the reactions of the urea cycle and in arginine biosynthesis. [GOC:jl, ISBN:0192801023]
GO:0015822	M22781	GO	GOBP_ORNITHINE_TRANSPORT	The directed movement of ornithine, 2,5-diaminopentanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]
GO:0007231	M45071	GO	GOBP_OSMOSENSORY_SIGNALING_PATHWAY	The series of molecular signals initiated in response to osmotic change. [GOC:jl]
GO:0001503	M14199	GO	GOBP_OSSIFICATION	The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]
GO:0002076	M15119	GO	GOBP_OSTEOBLAST_DEVELOPMENT	The process whose specific outcome is the progression of an osteoblast over time, from its formation to the mature structure. Osteoblast development does not include the steps involved in committing a cranial neural crest cell or an osteoprogenitor cell to an osteoblast fate. An osteoblast is a cell that gives rise to bone. [GOC:dph]
GO:0001649	M11227	GO	GOBP_OSTEOBLAST_DIFFERENTIATION	The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone. [CL:0000062, GO_REF:0000034, GOC:jid]
GO:0033687	M23225	GO	GOBP_OSTEOBLAST_PROLIFERATION	The multiplication or reproduction of osteoblasts, resulting in the expansion of an osteoblast cell population. An osteoblast is a bone-forming cell which secretes an extracellular matrix. Hydroxyapatite crystals are then deposited into the matrix to form bone. [GOC:mah]
GO:0030316	M16135	GO	GOBP_OSTEOCLAST_DIFFERENTIATION	The process in which a relatively unspecialized monocyte acquires the specialized features of an osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue. [CL:0000092, GOC:add, ISBN:0781735149, PMID:12161749]
GO:0072675	M24619	GO	GOBP_OSTEOCLAST_FUSION	The plasma membrane fusion process that results in fusion of mononuclear osteoclasts to form a multinuclear osteoclast. [CL:0000092, CL:0000779, GOC:BHF, GOC:mah, PMID:12713016]
GO:0002158	M22225	GO	GOBP_OSTEOCLAST_PROLIFERATION	The multiplication or reproduction of osteoclasts, resulting in the expansion of an osteoclast cell population. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue, which typically differentiates from monocytes. [CL:0000092, GOC:hjd]
GO:0071599	M10898	GO	GOBP_OTIC_VESICLE_DEVELOPMENT	The process whose specific outcome is the progression of the otic vesicle over time, from its formation to the mature structure. The otic vesicle is a transient embryonic structure formed during development of the vertebrate inner ear. [GOC:mah]
GO:0030916	M22987	GO	GOBP_OTIC_VESICLE_FORMATION	The process resulting in the transition of the otic placode into the otic vesicle, a transient embryonic structure formed during development of the vertebrate inner ear. [GOC:dgh]
GO:0071600	M42923	GO	GOBP_OTIC_VESICLE_MORPHOGENESIS	The process in which the anatomical structures of the otic vesicle are generated and organized. The otic vesicle is a transient embryonic structure formed during development of the vertebrate inner ear. [GOC:mah]
GO:0048840	M23892	GO	GOBP_OTOLITH_DEVELOPMENT	The process whose specific outcome is the progression of the otolith over time, from its formation to the mature structure. [GOC:sr]
GO:0032474	M45116	GO	GOBP_OTOLITH_MORPHOGENESIS	The process in which the anatomical structures of an otolith are generated and organized. [GOC:dgh]
GO:0036158	M13644	GO	GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	The aggregation, arrangement and bonding together of a set of components to form an axonemal dynein outer arm, an outer arm structure present on the outer doublet microtubules of ciliary and flagellar axonemes. [GOC:BHF, GOC:vk, PMID:19944400]
GO:0042473	M23538	GO	GOBP_OUTER_EAR_MORPHOGENESIS	The process in which the anatomical structures of the outer ear are generated and organized. The outer ear is the part of the ear external to the tympanum (eardrum). It consists of a tube (the external auditory meatus) that directs sound waves on to the tympanum, and may also include the external pinna, which extends beyond the skull. [GOC:jl, ISBN:0192801023]
GO:0003151	M15408	GO	GOBP_OUTFLOW_TRACT_MORPHOGENESIS	The process in which the anatomical structures of the outflow tract are generated and organized. The outflow tract is the portion of the heart through which blood flows into the arteries. [GOC:mtg_heart, UBERON:0004145]
GO:0003148	M10461	GO	GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	The process in which the anatomical structures of the outflow tract septum are generated and organized. The outflow tract septum is a partition in the outflow tract. [GOC:mtg_heart]
GO:0001541	M12328	GO	GOBP_OVARIAN_FOLLICLE_DEVELOPMENT	The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure. [https://www.ncbi.nlm.nih.gov/books/NBK279054/]
GO:0060066	M42863	GO	GOBP_OVIDUCT_DEVELOPMENT	The reproductive developmental process whose specific outcome is the progression of an oviduct over time, from its formation to the mature structure. An oviduct is a tube through which an ova passes from the ovary to the uterus, or from the ovary to the outside of the organism. [GOC:dph, GOC:ebc, http://www.thefreedictionary.com/oviduct]
GO:0030728	M13057	GO	GOBP_OVULATION	The release of a mature ovum/oocyte from an ovary. [GOC:bf, ISBN:0878932437]
GO:0042698	M5523	GO	GOBP_OVULATION_CYCLE	The type of sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years. [ISBN:0721662544]
GO:0022602	M12867	GO	GOBP_OVULATION_CYCLE_PROCESS	A process involved in the sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years. [GOC:isa_complete]
GO:0001542	M22170	GO	GOBP_OVULATION_FROM_OVARIAN_FOLLICLE	The process leading to the rupture of the follicle, releasing the centrally located oocyte into the oviduct. An example of this is found in Mus musculus. [GOC:mtg_sensu, https://www.ncbi.nlm.nih.gov/books/NBK279054/]
GO:0019532	M14246	GO	GOBP_OXALATE_TRANSPORT	The directed movement of oxalate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Oxalate, or ethanedioic acid, occurs in many plants and is highly toxic to animals. [ISBN:0198506732]
GO:0006107	M11435	GO	GOBP_OXALOACETATE_METABOLIC_PROCESS	The chemical reactions and pathways involving oxaloacetate, the anion of oxobutanedioic acid, an important intermediate in metabolism, especially as a component of the TCA cycle. [ISBN:0198506732]
GO:0070989	M11148	GO	GOBP_OXIDATIVE_DEMETHYLATION	The process of removing one or more methyl groups from a molecule, involving the oxidation (i.e. electron loss) of one or more atoms in the substrate. [GOC:BHF, GOC:mah, GOC:rl]
GO:0006119	M12919	GO	GOBP_OXIDATIVE_PHOSPHORYLATION	The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis. [ISBN:0198506732, ISBN:0471331309]
GO:0072592	M24603	GO	GOBP_OXYGEN_METABOLIC_PROCESS	The chemical reactions and pathways involving diatomic oxygen (O2). [GOC:mah]
GO:0015671	M13619	GO	GOBP_OXYGEN_TRANSPORT	The directed movement of oxygen (O2) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]
GO:0038066	M23469	GO	GOBP_P38MAPK_CASCADE	A MAPK cascade containing at least the p38MAPK (MAPK14) MAP kinase, or Hog1 in yeast. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of p38MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier. The p38MAPK cascade is activated by stress signals, including hyperosmolarity, as well as by G protein-coupled receptors, growth factors, and cytokines, and results in cellular responses such as cell proliferation, cell differentiation, apoptosis and inflammation. [PMID:20811974, PMID:23125017, PMID:32794416]
GO:0021543	M13343	GO	GOBP_PALLIUM_DEVELOPMENT	The process whose specific outcome is the progression of the pallium over time, from its formation to the mature structure. The pallium is the roof region of the telencephalon. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]
GO:0031016	M11915	GO	GOBP_PANCREAS_DEVELOPMENT	The process whose specific outcome is the progression of the pancreas over time, from its formation to the mature structure. The pancreas is an endoderm derived structure that produces precursors of digestive enzymes and blood glucose regulating hormones. [GOC:cvs]
GO:0003310	M22343	GO	GOBP_PANCREATIC_A_CELL_DIFFERENTIATION	The process in which relatively unspecialized cells acquire specialized structural and functional features of a pancreatic A cell. A pancreatic A cell is a cell in the pancreas that secretes glucagon. [GOC:dph, PMID:11076772]
GO:0030157	M22951	GO	GOBP_PANCREATIC_JUICE_SECRETION	The regulated release of pancreatic juice by the exocrine pancreas into the upper part of the intestine. Pancreatic juice is slightly alkaline and contains numerous enzymes and inactive enzyme precursors including alpha-amylase, chymotrypsinogen, lipase, procarboxypeptidase, proelastase, prophospholipase A2, ribonuclease, and trypsinogen. Its high concentration of bicarbonate ions helps to neutralize the acid from the stomach. [GOC:mah, ISBN:0198506732]
GO:0015939	M48388	GO	GOBP_PANTOTHENATE_METABOLIC_PROCESS	The chemical reactions and pathways involving pantothenate, the anion of pantothenic acid, the amide of beta-alanine and pantoic acid. It is a B complex vitamin that is a constituent of coenzyme A and is distributed ubiquitously in foods. [GOC:ai, ISBN:0721662544]
GO:0038001	M23459	GO	GOBP_PARACRINE_SIGNALING	The transfer of information from one cell to another, where the signal travels from the signal-producing cell to the receiving cell by passive diffusion or bulk flow in intercellular fluid. The signaling cell and the receiving cell are usually in the vicinity of each other. [GOC:mtg_signaling_feb11, ISBN:3527303782]
GO:0030046	M22945	GO	GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	Assembly of actin filament bundles in which the filaments are tightly packed (approximately 10-20 nm apart) and oriented with the same polarity. [GOC:mah, ISBN:0815316194]
GO:0030913	M22986	GO	GOBP_PARANODAL_JUNCTION_ASSEMBLY	Formation of the junction between an axon and the glial cell that forms the myelin sheath. Paranodal junctions form at each paranode, i.e. at the ends of the unmyelinated nodes of Ranvier. [PMID:14715942]
GO:0048486	M16085	GO	GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	The process whose specific outcome is the progression of the parasympathetic nervous system over time, from its formation to the mature structure. The parasympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system. Parasympathetic nerves emerge cranially as pre ganglionic fibers from oculomotor, facial, glossopharyngeal and vagus and from the sacral region of the spinal cord. Most neurons are cholinergic and responses are mediated by muscarinic receptors. The parasympathetic system innervates, for example: salivary glands, thoracic and abdominal viscera, bladder and genitalia. [FMA:9907, GOC:jid, GOC:sr]
GO:0060017	M24075	GO	GOBP_PARATHYROID_GLAND_DEVELOPMENT	The process whose specific outcome is the progression of the parathyroid gland over time, from its formation to the mature structure. The parathyroid gland is an organ specialised for secretion of parathyroid hormone. [GOC:dph, ISBN:0721662544]
GO:0048339	M15054	GO	GOBP_PARAXIAL_MESODERM_DEVELOPMENT	The process whose specific outcome is the progression of the paraxial mesoderm over time, from its formation to the mature structure. The paraxial mesoderm is the mesoderm located bilaterally adjacent to the notochord and neural tube. [GOC:dgh]
GO:0048341	M23856	GO	GOBP_PARAXIAL_MESODERM_FORMATION	The process that gives rise to the paraxial mesoderm. This process pertains to the initial formation of the structure from unspecified parts. [GOC:dgh]
GO:0048340	M23855	GO	GOBP_PARAXIAL_MESODERM_MORPHOGENESIS	The process in which the anatomical structures of the paraxial mesoderm are generated and organized. [GOC:go_curators]
GO:0060746	M12928	GO	GOBP_PARENTAL_BEHAVIOR	A reproductive behavior in which a parent cares for and rears offspring. [GOC:dph]
GO:0007567	M13603	GO	GOBP_PARTURITION	The reproductive process in which the parent is separated from its offspring either by giving birth to live young or by laying eggs. [ISBN:0198506732]
GO:0061004	M24244	GO	GOBP_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	Any developmental process that results in the creation of defined areas or spaces within the kidney to which cells respond and eventually are instructed to differentiate. [GOC:dph, GOC:mtg_kidney_jan10]
GO:0007389	M5927	GO	GOBP_PATTERN_SPECIFICATION_PROCESS	Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate. [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]
GO:0007341	M22527	GO	GOBP_PENETRATION_OF_ZONA_PELLUCIDA	The infiltration by sperm of the zona pellucida to reach the oocyte. The process involves digestive enzymes from a modified lysosome called the acrosome, situated at the head of the sperm. [GOC:jl, http://arbl.cvmbs.colostate.edu/hbooks/pathphys/reprod/fert/fert.html]
GO:0043084	M23581	GO	GOBP_PENILE_ERECTION	The hardening, enlarging and rising of the penis which often occurs in the sexually aroused male and enables sexual intercourse. Achieved by increased inflow of blood into the vessels of erectile tissue, and decreased outflow. [GOC:jl, Wikipedia:Penile_erection]
GO:0019321	M16303	GO	GOBP_PENTOSE_METABOLIC_PROCESS	The chemical reactions and pathways involving a pentose, any monosaccharide with a chain of five carbon atoms in the molecule. [ISBN:0198506732]
GO:0002503	M42604	GO	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX	The binding of a peptide to the antigen binding groove of an MHC class II protein complex. [GOC:add, ISBN:0781735149, PMID:15771591]
GO:0002502	M48364	GO	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_I_PROTEIN_COMPLEX	The binding of a peptide to the antigen binding groove of an MHC class I protein complex. Class I here refers to classical class I molecules. [GOC:add, ISBN:0781735149, PMID:15771591]
GO:0002501	M42603	GO	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	The binding of a peptide to the antigen binding groove of an MHC protein complex. [GOC:add, ISBN:0781735149, PMID:15771591]
GO:0043043	M23580	GO	GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide. [GOC:dph, GOC:jl]
GO:0043171	M16063	GO	GOBP_PEPTIDE_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. [GOC:jl]
GO:0006518	M12056	GO	GOBP_PEPTIDE_METABOLIC_PROCESS	The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. [GOC:go_curators]
GO:0031179	M23010	GO	GOBP_PEPTIDE_MODIFICATION	The covalent alteration of one or more amino acid residues within a peptide, resulting in a change in the properties of that peptide. [GOC:mah]
GO:0015833	M42679	GO	GOBP_PEPTIDE_TRANSPORT	The directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]
GO:0000270	M29009	GO	GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS	The chemical reactions and pathways involving peptidoglycans, any of a class of glycoconjugates found only in bacterial cell walls and consisting of strands of glycosaminoglycan cross-linked by oligopeptides to form a huge and rigid network. [ISBN:0198506732, PMID:33139480]
GO:0060039	M14572	GO	GOBP_PERICARDIUM_DEVELOPMENT	The process whose specific outcome is the progression of the pericardium over time, from its formation to the mature structure. The pericardium is a double-walled sac that contains the heart and the roots of the aorta, vena cava and the pulmonary artery. [GOC:dph, GOC:rph, PMID:15138308, PMID:16376438]
GO:0003344	M22349	GO	GOBP_PERICARDIUM_MORPHOGENESIS	The process in which the anatomical structure of the pericardium is generated and organized. [GOC:dph, PMID:18722343]
GO:0031508	M46763	GO	GOBP_PERICENTRIC_HETEROCHROMATIN_FORMATION	The compaction of chromatin located adjacent to the CENP-A rich centromere 'central core' and characterized by methylation of histone H3K9, into heterochromatin, resulting in the repression of transcription at pericentric DNA. [GOC:mah, PMID:14612388, PMID:20206496, PMID:22729156]
GO:1904238	M25235	GO	GOBP_PERICYTE_CELL_DIFFERENTIATION	The process in which a relatively unspecialized cell acquires the specialized features of a pericyte cell. [GO_REF:0000086, GOC:dph, GOC:TermGenie, PMID:23868830]
GO:0032292	M48415	GO	GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT	The process in which a Schwann cell membrane closes around an axon in the peripheral nervous system. This can be a myelinating or a non-myelinating neuron-glial interaction. [GOC:dgh]
GO:0014012	M22727	GO	GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION	The regrowth of axons outside the central nervous system (outside the brain and spinal cord) following an axonal injury. [GOC:ef]
GO:0007422	M15524	GO	GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	The process whose specific outcome is the progression of the peripheral nervous system over time, from its formation to the mature structure. The peripheral nervous system is one of the two major divisions of the nervous system. Nerves in the PNS connect the central nervous system (CNS) with sensory organs, other organs, muscles, blood vessels and glands. [GOC:go_curators, UBERON:0000010]
GO:0032287	M23074	GO	GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	The process in which the structure and material content of mature peripheral nervous system myelin is kept in a functional state. [GOC:dgh]
GO:0048934	M12811	GO	GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	The process in which a relatively unspecialized cell acquires specialized features of a neuron whose cell body resides in the peripheral nervous system. [GOC:dgh]
GO:0030432	M22968	GO	GOBP_PERISTALSIS	A wavelike sequence of involuntary muscular contraction and relaxation that passes along a tubelike structure, such as the intestine, impelling the contents onwards. [ISBN:0198506732]
GO:0043574	M14575	GO	GOBP_PEROXISOMAL_TRANSPORT	Transport of substances into, out of or within a peroxisome, a small, membrane-bounded organelle that uses dioxygen (O2) to oxidize organic molecules. [GOC:jl]
GO:0016559	M22828	GO	GOBP_PEROXISOME_FISSION	The division of a mature peroxisome within a cell to form two or more separate peroxisome compartments. [GOC:mah, PMID:11687502, PMID:14754507]
GO:0007031	M3524	GO	GOBP_PEROXISOME_ORGANIZATION	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a peroxisome. A peroxisome is a small, membrane-bounded organelle that uses dioxygen (O2) to oxidize organic molecules. [GOC:mah]
GO:0035357	M23329	GO	GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	The series of molecular signals initiated by binding of a ligand to any of the peroxisome proliferator activated receptors (alpha, beta or gamma) in the nuclear membrane, and ending with the initiation or termination of the transcription of target genes. [GOC:BHF, PMID:18221086]
GO:0000425	M45804	GO	GOBP_PEXOPHAGY	The selective autophagy process in which a peroxisome is degraded by macroautophagy. [GOC:autophagy, PMID:12914914, PMID:16973210]
GO:0006909	M16307	GO	GOBP_PHAGOCYTOSIS	A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles. [ISBN:0198506732]
GO:0001845	M11887	GO	GOBP_PHAGOLYSOSOME_ASSEMBLY	The process that results in the fusion of a phagosome, a vesicle formed by phagocytosis, with a lysosome. [GOC:add, ISBN:0781735149]
GO:0090383	M13530	GO	GOBP_PHAGOSOME_ACIDIFICATION	Any process that reduces the pH of the phagosome, measured by the concentration of the hydrogen ion. [GOC:kmv, GOC:tb]
GO:0090382	M12757	GO	GOBP_PHAGOSOME_MATURATION	A process that is carried out at the cellular level which results in the arrangement of constituent parts of a phagosome within a cell. Phagosome maturation begins with endocytosis and formation of the early phagosome and ends with the formation of the hybrid organelle, the phagolysosome. [GOC:kmv, GOC:tb]
GO:0061626	M24300	GO	GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS	The process in which the anatomical structures of a pharyngeal arch artery is generated and organized. The pharyngeal arch arteries are a series of six paired embryological vascular structures, the development of which give rise to several major arteries, such as the stapedial artery, the middle meningeal artery, the internal carotid artery and the pulmonary artery. [GOC:BHF, GOC:dph, PMID:20122914]
GO:0060037	M14854	GO	GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	The process whose specific outcome is the progression of the pharyngeal system over time, from its formation to the mature structure. The pharyngeal system is a transient embryonic complex that is specific to vertebrates. It comprises the pharyngeal arches, bulges of tissues of mesoderm and neural crest derivation through which pass nerves and pharyngeal arch arteries. The arches are separated internally by pharyngeal pouches, evaginations of foregut endoderm, and externally by pharyngeal clefts, invaginations of surface ectoderm. The development of the system ends when the stucture it contributes to are forming: the thymus, thyroid, parathyroids, maxilla, mandible, aortic arch, cardiac outflow tract, external and middle ear. [GOC:dph]
GO:0014821	M12983	GO	GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	A process in which force is generated within phasic smooth muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. In the phasic smooth muscle, the muscle contraction occurs without an ordered sarcomeric structure. Phasic smooth muscle contraction occurs in a series of discrete contractions and relaxations. [GOC:mtg_muscle]
GO:0036166	M23436	GO	GOBP_PHENOTYPIC_SWITCHING	A reversible switch of a cell from one cell type or form to another, at a frequency above the expected frequency for somatic mutations. Phenotypic switching involves changes in cell morphology and altered gene expression patterns. For example, Candida albicans switches from white cells to opaque cells for sexual mating. Phenotypic switching also occurs in multicellular organisms; smooth muscle cells (SMCs) exhibit phenotypic transitions to allow rapid adaption to fluctuating environmental cues. [GOC:bf, GOC:di, PMID:12443899, PMID:22406749, PMID:8456504, Wikipedia:Phenotypic_switching]
GO:0009698	M22596	GO	GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	The chemical reactions and pathways involving aromatic derivatives of trans-cinnamic acid. [GOC:jl]
GO:0006599	M29047	GO	GOBP_PHOSPHAGEN_METABOLIC_PROCESS	The chemical reactions and pathways involving phosphagen, any of a group of guanidine phosphates that occur in muscle and can be used to regenerate ATP from ADP during muscular contraction. [GOC:jl, ISBN:0198506732]
GO:0055062	M45898	GO	GOBP_PHOSPHATE_ION_HOMEOSTASIS	Any process involved in the maintenance of an internal steady state of phosphate ions within an organism or cell. [GOC:jid, GOC:mah]
GO:0035435	M23337	GO	GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT	The process in which a phosphate is transported across a membrane. [GOC:vw]
GO:0006817	M13372	GO	GOBP_PHOSPHATE_ION_TRANSPORT	The directed movement of phosphate ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:krc]
GO:0046473	M29216	GO	GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	The chemical reactions and pathways involving phosphatidic acid, any derivative of glycerol phosphate in which both the remaining hydroxyl groups of the glycerol moiety are esterified with fatty acids. [ISBN:0198506732]
GO:0006656	M10663	GO	GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of phosphatidylcholines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of choline. [ISBN:0198506732]
