"",gene_symbol,GSM2691349,GSM2691350,GSM2691351,GSM2691352,GSM2691353,GSM2691354,GSM2691355,GSM2691356,GSM2691357,GSM2691358,GSM2691359,GSM2691360
ENSG00000008323,PLEKHG6,1213.0005,471.4715,355.9631,453.9993,910.0001,744.0015,587.0018,330.0002,688.0022,437.0003,586.9723,355.0002
ENSG00000008324,SS18L2,125.9997,124.0001,118.9995,136.0001,157.8273,141.9997,123.0002,146.0002,216.9996,187.8445,82.9999,133.9997
ENSG00000008382,MPND,260.8264,211.0004,208.0002,249.0004,209.0002,187.0003,159,185.0001,266.0001,204.0001,198.0002,205.0003
ENSG00000008394,MGST1,127.2202,780.1759,337.4732,560.7283,541.7096,446.2353,26.0997,607.1715,891.4576,1043.6988,32.0666,348.3585
ENSG00000008405,CRY1,95.0001,258.9999,192.9999,271.0002,132.0001,94.0001,161.9998,196.0001,237.0001,121.0002,184.0002,174.9999
ENSG00000008438,PGLYRP1,0,1,0,0,1,0,1,0,2,0,2,1
ENSG00000008441,NFIX,219.0002,487.9999,727.7454,395.9997,304,134.0002,441.9999,342.0003,167.0003,142.0002,306.9997,273.0002
ENSG00000008513,ST3GAL1,2728.9966,1305.9017,1578.7963,1616.5728,2032.2166,1188.001,3975.973,2347.5224,2328.0025,1145.1989,2563.5856,2181.1901
ENSG00000008516,MMP25,67.8494,12,34.9791,10,44.4136,29.3309,61.838,29.3025,44.0878,22,44.0979,27.5003
ENSG00000008517,IL32,773.9989,69.9998,662.9996,406.1592,738.0017,569.0003,89.9999,84.0118,885.9993,2989.3834,416.9992,197.0113
ENSG00000008710,PKD1,1123.233,1372.3621,1671.101,1580.6305,1401.8136,1365.3492,1713.8664,1448.0216,1569.1848,1339.8875,1550.0034,1282.4776
ENSG00000008735,MAPK8IP2,32.0011,9.0008,20.0265,7.0291,57.0408,21.0971,20.0951,21.0465,45,57.3005,37,34.2595
ENSG00000008838,MED24,815.0167,1254.822,997.727,1181.0005,1091.0978,1237.5204,1028.5164,876.032,994.4127,1044.9984,995.3113,922.0878
ENSG00000008853,RHOBTB2,701.5927,991.7292,757.9982,1186.9217,1293.6842,683.9586,1266.9319,1076.0704,811.8523,393.9995,817.9145,842.9519
ENSG00000008869,HEATR5B,603.9999,705.9994,745.9994,693.9999,474.0001,468,509.8095,458.0001,633.9996,503.9996,387.9998,427.9997
ENSG00000008952,SEC62,1911.0013,1908.6135,2383.9976,1819.0023,1789.3822,1579.4581,1255.6297,1772.7204,1962.4729,1416.9988,1620.8284,1732.5338
ENSG00000008988,RPS20,9411.9659,7310.8804,6643.1286,7406.0094,7363.8434,7715.3015,13433.0797,13925.8945,10115.7973,7031.8297,11037.8592,14262.0973
ENSG00000009307,CSDE1,12138.9892,10125.9098,8985.0027,9882.0077,8923.0032,9180.0017,7930.0034,8673.0064,7315.0046,3132.9975,6697.7591,7488.7629
ENSG00000009335,UBE3C,1520.9987,3114.9974,2489.9983,3013.9976,1567.0012,1501.0011,1457.3352,1493.0308,1480.0021,615.9996,1404.9984,1468.9976
ENSG00000009413,REV3L,961.8779,717.377,610.2269,868.7982,800.2276,511.3144,454.7239,605.9794,619.9671,383.6058,455.3986,479.2885
ENSG00000009694,TENM1,2,1,1,3,0,3,0,1,2.0126,0,2,2
ENSG00000009709,PAX7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000009724,MASP2,23,12,17,18,31.0001,23,58.0671,42,26.2403,132.0001,26,24
ENSG00000009765,IYD,0,0,2.0689,3.0766,1.0005,0,7.7085,4,6.1825,4.1506,3.0124,1.0951
ENSG00000009780,FAM76A,130.559,134,172.9999,157.9998,214.9817,110,130.0791,154.051,214.1514,105.1678,139.0618,131.2426
ENSG00000009790,TRAF3IP3,8.3483,15.1203,9.4053,18.2767,11.024,3,8.199,3.3183,7,1.0467,4.0912,1
ENSG00000009830,POMT2,368.9995,669.9994,841.9995,842.8091,545.214,373.9999,660.3434,589,727.3018,501.9993,649,489.9995
ENSG00000009844,VTA1,1089.0011,1284.0028,1248.0001,1370.0006,1121.0005,1138.9992,548.0011,806.0014,1004.9987,518.9999,847.0023,875.9996
ENSG00000009950,MLXIPL,3,9.0064,13.0296,8,2,8,8.1172,5.058,84.0293,2993.0611,5.0559,7.6182
ENSG00000009954,BAZ1B,1932.0018,2620.0002,1841.9962,2628.0009,1423.9978,1236.0025,1369.0011,1341.0004,1186.0019,723.9995,1076.9964,1154.9976
ENSG00000010017,RANBP9,1400.0896,1552.7006,1140.6345,1613.9999,830.2311,628.9013,587.9994,829.631,952.7641,481.2425,661.4368,682.0335
ENSG00000010030,ETV7,9,2,8,4,106.0001,2,0,0,1,3,0,3
ENSG00000010072,SPRTN,171,279.0251,306,308.0001,216.019,167.0002,125.9999,182.0002,205.9997,105.0003,159.0001,172
ENSG00000010165,METTL13,415.0004,638.9998,623.9988,614.9987,489.9982,442.9985,467.9997,503.0001,481.9999,269.0003,318.9999,318
ENSG00000010219,DYRK4,396.2165,324.5832,307.841,309.306,442.7732,368.7166,395.4817,415.7676,496.6517,365.4984,332.0191,471.671
ENSG00000010244,ZNF207,2063.0013,3088.2713,2832.3845,3038.7163,2477.4975,1991.5028,1654.7916,2056.0932,2276.0171,1174.0557,1639.7256,1882.67
ENSG00000010256,UQCRC1,2049.0005,2915.0007,2320.0019,2961.0026,2372.0034,2988.0011,2021.0003,2097.9999,3067.0006,2944.0002,2383.9996,2206.0022
ENSG00000010270,STARD3NL,250.0003,609.0132,562.6357,578.2302,425.7486,390.0276,258.0317,244.0003,324.1149,173.0003,269.0004,303.091
ENSG00000010278,CD9,2550.9999,4217.0092,2884.9997,3788.0062,2356.999,1331.0027,1628.0017,1754.0084,2975.0018,692.0013,1882.0064,2204.01
ENSG00000010282,HHATL,0,0,0,0,0,0,0,1,4,0,1,0
ENSG00000010292,NCAPD2,2335.5905,2209.8471,1314.017,2637.6744,1389.468,1615.954,1360.507,1058.9356,737.7155,582.44,867.8933,876.2554
ENSG00000010295,IFFO1,141.0001,181.0001,173,154,222.3963,166,211.9998,163.9998,281.0001,430.0004,376.0388,299.0001
ENSG00000010310,GIPR,66.9999,50.0264,111.0066,52.0265,136.6612,193.6815,18.0124,52.0318,57.8782,117.9739,70.2283,51.0397
ENSG00000010318,PHF7,80.9999,36,50.0914,57.0001,56.3871,45.0001,52.9999,50.5948,71,74,46.4269,48.0001
ENSG00000010319,SEMA3G,2,0,0,1,2,2,0,0,9,185.9999,2,2
ENSG00000010322,NISCH,2502.0033,1336.001,2170.9978,1280.9991,2298.0041,1875.0006,3279.9942,2417.0022,2341.0009,2606.0031,2095.9976,2042.0096
ENSG00000010327,STAB1,5.0004,0,2,0,5,5,4,1,3,16.0025,4,2.0024
ENSG00000010361,FUZ,441.3051,134.0425,110.1272,131.8446,322.6962,272.4284,317.8381,316.9705,307.9994,214.3019,237.1994,247.4724
ENSG00000010379,SLC6A13,0,0,0,0,5,9,1,0,14,7,2,2
ENSG00000010404,IDS,1542.289,2572.9489,2198.0975,2315.5523,1343.8696,1837.4181,700.9308,749.9006,1407.5589,598.968,1050.1289,1032.947
ENSG00000010438,PRSS3,48.9999,163.9997,18,132.9999,107.9998,104.9995,11,17,133.9995,44,80.9999,105.9999
ENSG00000010539,ZNF200,147.1596,142.9999,130.1131,114.3997,160.9196,168.742,148.6689,134.7767,159.4798,150.6794,100.4587,141.0785
ENSG00000010610,CD4,81.9999,85.9999,116.9998,79,128.0001,77,31,12,45,41,18,28
ENSG00000010626,LRRC23,213.2142,99.5617,135.7504,120.0393,289.5615,263.7352,407.5791,377.5833,377.9306,241.9907,302.9902,371.6422
ENSG00000010671,BTK,11,2,2,3,3,5,2,3,2,2,2,0
ENSG00000010704,HFE,816.6727,480.9999,373.6708,503.0001,650.7679,664.1255,495.6895,410.6144,446.1947,185.2538,381.7009,362.157
ENSG00000010803,SCMH1,800.0005,344.0002,386.4386,432.0002,796.9998,487.0001,1180.0014,1062.9693,923.9997,568.9999,749.0002,777.0002
ENSG00000010810,FYN,750.0005,838.9996,805.0008,946.9984,2342.9994,2529.9988,1661,2557.0032,2208.0019,781.0007,1674.0011,2330.002
ENSG00000010818,HIVEP2,1288.0031,914.9992,785.9991,965.9995,828.0003,765.9995,553.0001,473.9996,626.9998,408.0001,355.9995,362.9998
ENSG00000010932,FMO1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000011007,ELOA,986.2524,1427.7734,1311.979,1336.3992,1186.7625,1050.4533,961.299,942.1494,1198.2965,634.8234,837.2935,827.4172
ENSG00000011009,LYPLA2,653.8839,1367.0023,1468.0006,1243.0011,974.0016,894.0007,822.0003,797.0016,1139.0003,1145.001,909.0005,786.0019
ENSG00000011021,CLCN6,297.436,276.4222,246.7776,300.9448,282.6979,250.5854,326.632,242.7653,358.3019,445.7035,268.4096,238.3273
ENSG00000011028,MRC2,83,265.9998,1097.9988,122.9997,91.9998,52,21,19,15,14,111,9
ENSG00000011052,NME1-NME2,62.3488,1161.8731,620.1129,555.8861,159.9064,459.4778,297.0653,350.9609,224.1661,21.9948,343.6377,256.3729
ENSG00000011083,SLC6A7,0,1,1,2,0,0,0,0,0,0,4,1
ENSG00000011105,TSPAN9,489,306.0002,402.9997,307.9999,341,321.9998,478.9999,371.9998,283.9997,296.0002,322.9995,397.0001
ENSG00000011114,BTBD7,799.5234,937.0619,756.8921,768.087,588.4562,565.5085,388.6471,456.444,493.0331,196.493,377.0053,395.4536
ENSG00000011132,APBA3,212.777,163.3777,234.8282,153.5743,323.1125,281.758,422.6854,335.0001,309.1717,309.4943,260.9999,213.6452
ENSG00000011143,MKS1,222.0001,186.0001,191.9999,161.0001,228.0001,213,199.9998,224.0002,212,224.9999,178,218.0001
ENSG00000011198,ABHD5,179.0003,514.9999,375.9996,639.0011,182.0002,151.0003,95.0001,182.0001,223.0002,58.0002,145.0001,127.0002
ENSG00000011201,ANOS1,85.9998,381,787.9317,109.9998,122.9113,86.9998,20,109.0003,92.9999,58,195.9999,124.0001
ENSG00000011243,AKAP8L,854.9809,662.9445,938.9468,581.9991,1118.9677,994.9169,1694.9052,1120.9213,1129.5382,1585.6412,674,618.9993
ENSG00000011258,MBTD1,1260.9979,221,313.9999,296.9999,599.0318,599,531.0771,561.0044,575.0001,365.0026,331,360.9997
ENSG00000011260,UTP18,296.9996,690.9986,539.0006,590.9981,341.9995,242.0007,232.0002,296.0002,423.001,329,155.0001,208.0002
ENSG00000011275,RNF216,640.4146,948.3719,926.5849,872.5352,746.1297,576.7712,790.4668,886.7607,728.149,427.838,758.5082,779.5296
ENSG00000011295,TTC19,480.1315,1076.7216,977.1777,1129.8258,523.0196,391.589,433.4349,581.7486,590.2685,410.5995,473.0135,508.0612
ENSG00000011304,PTBP1,3305.9978,5559.0026,4163.0006,5460.0018,3627.9989,4742.9999,4354.9996,3122.0009,3490.9991,2400.9998,3011.0002,3304.0025
ENSG00000011332,DPF1,2.0087,15,25.0814,9.0121,7.0084,6.0996,4.0978,3.0074,6.1651,25.1923,6,2.0714
ENSG00000011347,SYT7,20,18,62.0002,20,5,4,4,2,6,85,8,13
ENSG00000011376,LARS2,204.9998,509.0002,376,414.9998,287.9998,346.1454,190.9999,225.9998,296,220.9999,168,182.061
ENSG00000011405,PIK3C2A,1388.0004,1896.9992,1511.9967,1794.6488,1276.3974,1437.6487,888.9993,1110.6059,974.9991,493.9995,637.9992,880.1465
ENSG00000011422,PLAUR,704.0011,1654.0016,2024.0022,1704.6965,1198.0523,691.002,1014.588,618,910.5552,268.6549,579.613,574.5095
ENSG00000011426,ANLN,2077.9978,8347.9881,2755.0001,10428.983,501,805.9974,540.9991,438.0003,418,198,1370.0013,1236.998
ENSG00000011451,WIZ,934.1099,1129.0007,1498.0014,1155.0013,1424.001,1587.998,1395.0986,1242.9989,1347.0854,803.0464,1201.1214,1271.1667
ENSG00000011454,GPR21,2468.0003,1420.1693,1622.8856,1454.0004,1720.239,1748.3069,1655.9997,1509.9997,1542.5929,625.4456,1219.9983,1344.2589
ENSG00000011465,DCN,10608.1089,102,47.0001,703.9994,19905.0039,6844.717,29034.7517,14917.509,17891.4952,6481.0027,6061.0057,6918.9922
ENSG00000011478,QPCTL,176.941,243.8613,335.8341,312.1374,310.9683,307.6825,381.9955,316.5944,298.2266,254.5043,256.6078,256.3272
ENSG00000011485,PPP5C,399.2038,924.1501,836.1628,813.8164,691.8118,495.7511,804.2271,829.5667,1083.7897,706.9135,632.3105,712.2419
ENSG00000011523,CEP68,436.173,197.0532,221.3083,174.9997,218.228,194.9998,218.1277,240.6462,144.1071,162.2008,211.78,214.024
ENSG00000011566,MAP4K3,1105.9988,760.0017,747.9994,841.998,838.9977,776.9988,548.9996,745.9987,720.0008,357.9998,433.0003,518.9998
ENSG00000011590,ZBTB32,0,4,1,3,2,2,6,3,2,1,9,2
ENSG00000011600,TYROBP,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011638,TMEM159,1074.3715,307.3858,714.5818,387.8787,1188.9578,1029.0003,963.3557,1017.9797,946.9802,266.0597,1338.0016,1351.0013
ENSG00000011677,GABRA3,9,50.9999,29,17,5,3,1,2,1,1,6,5
ENSG00000012048,BRCA1,144.0081,509.8364,158.9998,632.0592,62.3418,83.0295,55.2605,61,87.4408,96.8487,58.445,86.9999
ENSG00000012061,ERCC1,723.607,611.3739,626.145,697.8658,834.7544,719.5786,1094.8537,934.5534,1143.6488,793.4686,1018.2383,1050.226
ENSG00000012124,CD22,77,27,42.0037,25.212,22,13,132.0042,18,60.0336,52.0157,12.1602,5
ENSG00000012171,SEMA3B,655.3459,209.136,291.0001,248.0001,526.0003,763.0653,1127.9999,828.9999,602.0002,1135.8507,717.0018,965.0016
ENSG00000012174,MBTPS2,501.0021,660.9977,495.9996,769.5615,553.0134,536.408,433.1645,523.0016,413.0156,123.6187,403.0016,473.1365
ENSG00000012211,PRICKLE3,277.0002,154,142.9999,179,283.994,220.5422,255.9912,184.0003,244.9808,137,130.0002,141.2069
ENSG00000012223,LTF,0,1,0,0,1,0,0,1,0,0,0,0
ENSG00000012232,EXTL3,614.0025,1259.0001,1263.9963,1413.9968,775.112,826.0627,789.029,861.0505,677.0267,282.3708,681.1612,711.0065
ENSG00000012504,NR1H4,0,0,0,0,0,0,1,0,5,170.0003,0,0
ENSG00000012660,ELOVL5,2224.0008,2877.001,1404.0017,3503.014,6194.9909,3308.9868,7459.001,10239.0069,9553.0118,2553.0003,4582.0045,7800.0163
ENSG00000012779,ALOX5,0,1,0,0,3.3278,0,2,0.5809,3.7197,5.5,0,1
ENSG00000012817,KDM5D,1,0,693.9999,1,265.9997,3,651.999,2,25,472.0003,426.9999,2
ENSG00000012822,CALCOCO1,6509.0013,1579.9989,2961.9993,1369.9988,3631.9991,3545.9998,5682.9984,3252.0008,2902.0009,1621.0027,2880.9994,2552.0026
ENSG00000012963,UBR7,248.1592,332.4432,206.3603,377.0816,226,174.5144,163.9998,212.777,210.4999,122.5003,129.5001,181.4999
ENSG00000012983,MAP4K5,1041.0306,1246.2071,1144.1115,1244.9978,1102.1365,1088.1981,647.1917,1003.0481,1001.0437,510.297,845.0015,823.3676
ENSG00000013016,EHD3,295.9999,920.9988,865.9979,522.0017,204.9998,186.9999,238.9998,325,151.9997,67,267.9999,280.9998
ENSG00000013275,PSMC4,255.6734,638.0015,598.5004,579.5008,427.6266,395.001,407.5009,426.5003,586.0005,583.0192,433.0008,415.0008
ENSG00000013288,MAN2B2,2485.0529,1709.3803,2310.8859,1786.5752,1731.3152,1460.9992,961.9973,939.0027,1346.9989,548.0248,1180.0168,1108.8352
ENSG00000013293,SLC7A14,47.9452,10.3091,6.3437,4.1809,9.2238,2.0334,10.3194,4.2261,2.0416,5.2417,4.1642,6.9904
ENSG00000013297,CLDN11,7464.1354,218.1571,94.549,374.1612,34.8251,51.875,22.0374,11.0862,9.034,25.7621,9.0411,11.0865
ENSG00000013306,SLC25A39,1410.001,2692.0033,2603.9915,2528.0032,1513.6529,1582.0022,1380.8151,1522.0757,2028.0007,3065.0028,1572.0037,1334.0015
ENSG00000013364,MVP,1135.9558,2888.0293,2889.1756,2124.0032,2211.4131,2668.1755,861.857,910.0222,1709.0021,1304.1256,760.0299,831.1766
ENSG00000013374,NUB1,1108.8459,800.9556,813.0287,784.0012,1018.9071,877.8852,821.2611,832.3543,731.0081,458.1288,685.7155,753.5026
ENSG00000013375,PGM3,1212.8676,1837.759,1701.2159,1651.8846,1360.7175,1891.666,1167.1362,1274.4173,1501.9358,939.5876,1521.68,1439.5348
ENSG00000013392,RWDD2A,104.0702,73.9999,64.9999,80.1523,81.337,117.2677,78.2792,98.1666,84.9999,117.9946,68,72.2109
ENSG00000013441,CLK1,1031.0016,484.0002,935.0003,478.0004,1004.0007,623.0001,796.0013,939.0023,1411.5594,1209.4897,701.0006,921.0002
ENSG00000013503,POLR3B,362,524.9979,365,459.9998,337.0001,408.9997,299.0001,283.0003,403.0001,167.0002,250,279.9999
ENSG00000013523,ANGEL1,374.1909,321.8574,379.4832,292.4588,324.1078,244.1991,482.4778,366.5681,268.4053,188.2442,225.3314,278.7004
ENSG00000013561,RNF14,726.055,981.0011,1276.8857,1007.0623,831.0555,781.069,658.0118,842.9476,862.0303,349.0713,818.2813,958.6759
ENSG00000013563,DNASE1L1,1200.3086,786.8402,925.2109,863.0575,1274.9852,1305.0013,1099.3584,932.093,1267.9959,455.9694,1072.9951,1071.0013
ENSG00000013573,DDX11,396.4006,641.5536,459.7402,686.3831,418.1009,391.6303,228.4485,216.7025,507.0695,843.656,182.3979,220.4161
ENSG00000013583,HEBP1,1414.3969,696.0018,728.0884,709.9547,882.0014,674.0009,1323.842,1302.9452,913.2616,486.5576,766.8475,857.1594
ENSG00000013588,GPRC5A,9245.8337,13268.8481,15389.8665,9944.7949,2202.709,2317.4615,3157.6112,2263.4225,3808.3768,1490.3274,3400.6454,2261.2847
ENSG00000013619,MAMLD1,4,41,55,20,0,0,7,5,1,1,2,2
ENSG00000013725,CD6,4.617,17.7166,25,18,7,4,4.7069,2.499,4.678,5.5317,6.0169,3
ENSG00000013810,TACC3,271.0001,1274.0015,450.5296,1741.6614,32.3213,36.0002,48.0002,42,100,335,114.3293,108.2265
ENSG00000014123,UFL1,2101.9998,897.9997,883.9977,1074.0015,1137.9997,1514.0005,657.9995,833.999,938.9997,358.9996,649.9999,823.0003
ENSG00000014138,POLA2,141.7672,451.042,219.8344,558.2522,201.311,224.5912,227.9998,190.6181,189.4125,92,176.9485,239.0002
ENSG00000014164,ZC3H3,377.1205,388.4317,429.0007,321.551,352.6062,254.5553,434.9985,423.0002,360.0001,379,409.9993,383
ENSG00000014216,CAPN1,4904.0036,8218.9798,6614.1174,7228.1102,3367.5335,4167.241,3119.5754,2488.7483,3602.7544,2163.5895,3062.1246,2652.0005
ENSG00000014257,ACPP,18.8471,2.748,2.7668,3.7576,6,5,16.8986,6,7,5.3275,5,3
ENSG00000014641,MDH1,1078.0009,2075.0028,1645.0029,2109.0028,1550.167,1974.337,976.1914,1283.0006,1693.4808,1130.3905,1085.0021,1210.0785
ENSG00000014824,SLC30A9,954.4616,1180.9998,1220.6207,1398.1625,1032.25,1237.1865,607.5885,861.5193,958.4663,468.0505,790.6563,912.7358
ENSG00000014914,MTMR11,2789.9998,809,1178.0001,892.0001,1703.9991,1401.0006,1232.0014,724.9997,889.9998,720.0001,992.9995,963.0017
ENSG00000014919,COX15,749.4404,517.8315,417.2426,596.6758,650.9993,775.8201,503.8665,594.165,555.3536,447.0881,395.585,470.1224
ENSG00000015133,CCDC88C,3,59.9999,28,35,1,2,0,1,12,96.1047,3,2
ENSG00000015153,YAF2,306.1537,286.0523,302.0449,340.0131,357.2203,202.0861,105.0953,303.788,412.066,138.7395,222.1489,219.1882
ENSG00000015171,ZMYND11,1449.9999,1646.0018,1587.999,1496.001,1182.9987,968.0001,1059.9984,1470.9989,1242.9974,575,1350.9998,1475.0016
ENSG00000015285,WAS,12,5,7,7,14,14,61,15,41.0001,31,6,10
ENSG00000015413,DPEP1,0,0,0,0,0,0,0,0,7,32.0001,0,0
ENSG00000015475,BID,321.9999,365.0228,339,329,225.023,146.0001,212.0002,170.0002,214.0086,247.5478,162.005,121
ENSG00000015479,MATR3,4958.3254,4092.347,3564.1594,4661.8135,3731.8155,3307.1661,2607.2811,3790.596,3313.6332,1609.4227,2872.8801,3518.4
ENSG00000015520,NPC1L1,5,0,1,0,4,0,8,5,42,316.0004,0,3
ENSG00000015532,XYLT2,593.0305,939.5541,1092.1587,965.4333,1129.1533,1316.3657,1032.5461,999.001,899.7755,819.9107,910.9154,805.0017
ENSG00000015568,RGPD5,49.8652,22.2865,26.8696,34.6425,261.5396,17.0332,167.0678,24.846,31.6572,37.3779,70.9383,24.0365
ENSG00000015592,STMN4,0,0,0,1,1,0,1,1,1,2,1,1
ENSG00000015676,NUDCD3,1084.999,1413.3245,1540.9982,1367.9994,1235.999,1124.998,1209.0013,1202.9998,1195.0016,720.9998,1107.9995,1068.9978
ENSG00000016082,ISL1,1,7,2,0,0,0,1,0,3,0,1,2
ENSG00000016391,CHDH,4.1454,30.0197,12,23.8517,5.2808,7.1507,2.0109,1.114,49.1045,990.5328,5.014,8.6506
ENSG00000016402,IL20RA,0,18,46,3,1,0,0,0,1,0,0,0
ENSG00000016490,CLCA1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000016602,CLCA4,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000016864,GLT8D1,1817.0027,1402.877,1925.0072,1480.0028,2439.0017,2154.0759,2486.9495,2503.0025,2748.9474,1570.0011,2240.3642,2448.0009
ENSG00000017260,ATP2C1,2224.0183,3007.0857,2533.7029,2854.7335,2811.2724,2461.859,1959.4804,2090.2267,2537.6208,1043.6879,2410.6739,2399.2958
ENSG00000017427,IGF1,0,4.1165,0,0,0,0,0,0,1,0,3,0
ENSG00000017483,SLC38A5,442.9995,871.9999,923.0001,202.3067,679.0012,523,256.9999,809.0008,467.9998,397.0001,1215.9989,1187.0008
ENSG00000017797,RALBP1,2197.0017,2130.9987,1691.9996,1800.9997,1177.9978,1304.0006,1118.0159,1226.0016,1178.9981,624,1009.9997,1180.9996
ENSG00000018189,RUFY3,372.0005,368.0001,430.0207,341.012,265.9997,165.0001,225,227.1131,232.0001,210.9996,207,287.021
ENSG00000018236,CNTN1,2,10,3,2,1,0,1.3556,1,1,1,0,0
ENSG00000018280,SLC11A1,12.1179,8.0005,7.3876,2,24.0795,12.0082,17.3963,23.0656,42.0006,67.1179,9.0025,16
ENSG00000018408,WWTR1,3314.5622,1175.4727,892.5062,1667.3243,2324.0331,2317.4317,1757.1953,2099.902,1803.3704,445.7858,1052.4798,1621.875
ENSG00000018510,AGPS,330.0003,1020.9993,722,849.9996,372.9997,501.9997,166.9999,264.9995,339.9995,398.9999,302.0001,372
ENSG00000018610,CXorf56,307.0778,255.9319,221.1555,225.4847,225.0695,199.2441,261.9335,279.4733,211.3046,110.4797,236.3437,254.8366
ENSG00000018625,ATP1A2,0,1,4.094,1,2.0607,4.1198,4.0939,0,0,3,1.0101,3.0391
ENSG00000018699,TTC27,321.9988,530.9986,362.9994,414.001,375,368.9992,293.0001,282.0001,360,190,280,338.0002
ENSG00000018869,ZNF582,50,48,48,42,57,34,43,65.9999,39,37,49,55
ENSG00000019102,VSIG2,3,5,5,1,1,2,0,0,3,64.0003,0,0
ENSG00000019144,PHLDB1,692.9999,486.9139,793.7008,374.0001,485.9382,375.1434,424.7263,355.0355,386.8931,488.3721,427.6267,321.2395
ENSG00000019169,MARCO,2,5,3,1,1,0,0,0,1,0,0,0
ENSG00000019186,CYP24A1,1,76.0001,68.0001,6,0,0,0,1,5,10,0,0
ENSG00000019485,PRDM11,184.8784,94.8208,140.9563,125.9559,357.9093,160.9813,1199.9988,552.9932,257.9243,115.8504,300.9994,343.9854
ENSG00000019505,SYT13,0,2.0005,3,0,0,0,7.0054,13,1,0,1,6
ENSG00000019549,SNAI2,10813.0076,4256.9967,5164.0022,4572.0025,11828.011,9746.0104,8857.0087,10453.0042,8456.9997,2511.0003,6479.0093,7545.0177
ENSG00000019582,CD74,715.0011,839.0012,474.0013,554.0001,994.0017,143.0002,123.032,40.0001,200.0684,700.0011,86.0001,35.0044
ENSG00000019991,HGF,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000019995,ZRANB1,1394.8982,783.8776,891.0395,860.3098,987.9633,733.3082,957.2038,987.4249,964.2304,578.2817,826.4603,810.0141
ENSG00000020129,NCDN,398.9998,600.9995,661.0005,552.9999,523.9998,452.9998,620.9999,533.0002,446.0003,296.0004,462.9999,400.9997
ENSG00000020181,ADGRA2,166.3424,74.849,53.8398,90.9998,617.077,425.1301,413.4243,407.2225,629.6593,37.3976,243.6653,251.9117
ENSG00000020256,ZFP64,221.0003,427.0002,410.0001,331.0003,222.6463,255.317,169.0002,180.2939,219.7499,129.753,197.0001,193.0001
ENSG00000020426,MNAT1,161.0001,321.0007,259.9995,312.0006,219.0003,218.9997,129,169.0001,249.9996,153.0001,179.0002,204.0002
ENSG00000020577,SAMD4A,1604.9992,1742.0011,1468.0108,1414.9997,522.9994,794,433.0266,536.0312,545.6433,367.1195,530.9992,603.9994
ENSG00000020633,RUNX3,0,2.085,1,1,3,3,1,1,4,11.7616,0,2
ENSG00000020922,MRE11,447.5619,476.183,423.9612,538.85,391.2276,412.6627,381.5531,322.1084,383.3995,266.5725,355.1084,312.3661
ENSG00000021300,PLEKHB1,0,2,1,1,1,1,0,0,13,138,1,0
ENSG00000021355,SERPINB1,448.3607,438.0002,490.7351,416.0574,388.2732,279.5469,361.0917,354.107,503.8478,640.4347,306.6825,324.0592
ENSG00000021461,CYP3A43,4.1078,1.0016,0,0,2.0293,4,0,2.0027,4.2144,27.5152,2.1109,2.1116
ENSG00000021488,SLC7A9,4.0097,0,6.4777,2.0174,13.0303,13,11.01,15,16,76.0001,3,18
ENSG00000021574,SPAST,493.372,381.97,345.1817,418.0467,310.7963,262.7076,226.8389,361.4363,304.324,121.0779,261.7626,288.656
ENSG00000021645,NRXN3,516.0003,532.0092,1063.5569,478.0001,527.1858,1161.6269,772.0123,827.0079,960.4511,277.0075,311.0001,559.0216
ENSG00000021762,OSBPL5,895.0005,647.9998,512.9997,735.9998,647.0002,446,807.9997,526.0002,734.9999,258,495.9998,618.0003
ENSG00000021776,AQR,624.0001,945.0994,755.1015,989.287,761.7833,626.9996,550.0268,633.1067,654.0271,404.999,517.0104,613.3666
ENSG00000021826,CPS1,373.0004,375,240.9996,272.005,281.9997,534.9999,208.0064,136.0352,239.0994,269.3224,193.0059,141.0007
ENSG00000021852,C8B,0,0,0,0,0,0,0,0,2,72.0003,0,0
ENSG00000022267,FHL1,6619.0024,598.0002,199,1571.0007,5018.0007,1460.9998,4659.0004,2594.0033,4415.0021,1377.9998,443,943.9995
ENSG00000022277,RTFDC1,1265.0014,1422.9719,1285.0005,1417.0017,1219.6117,1292.566,1135.5879,1185.6387,1322.0018,1023.7865,1190.0022,1277.003
ENSG00000022355,GABRA1,1,0,0,0,0,0,0,0,0,2,0,0
ENSG00000022556,NLRP2,7.5507,139.7549,61.2651,66.7025,53.8583,20.7202,88.4444,80.0618,43.0442,34.1193,99.842,104.0367
ENSG00000022567,SLC45A4,61,104,136.9998,110.9998,29,20,26,27,37.9999,12,36.9999,30
ENSG00000022840,RNF10,1955.468,2704.0002,2545.1053,2675.9998,2182.3129,2460.3218,1884.0525,2039.9402,2293.8595,1404.0506,2132.9304,2054.0807
